Description,NES,p.adjust,cell_type,negLog_padjust
GOBP ANATOMICAL STRUCTURE FORMATION INVOLVED IN MORPHOGENESIS,-1.8347521125723096,0.04893775741116406,Macrophage,1.310355936215777
GOBP CYTOPLASMIC TRANSLATION,-3.840586324978183,1.8178527661897275e-7,Fibroblasts,6.740441294612814
GOBP PEPTIDE BIOSYNTHETIC PROCESS,-3.5251026737861086,1.0506433032060187e-6,Fibroblasts,5.978544703327449
GOBP AMIDE BIOSYNTHETIC PROCESS,-3.267560498102527,1.0506433032060187e-6,Fibroblasts,5.978544703327449
GOBP PEPTIDE METABOLIC PROCESS,-3.1195239477709005,3.077254104247836e-6,Fibroblasts,5.511836640406356
GOBP CELLULAR AMIDE METABOLIC PROCESS,-2.949325844109168,7.302671133521682e-6,Fibroblasts,5.136518256816134
GOBP REGULATION OF CELL DEATH,-2.7532048635050606,1.5137281661925889e-5,Fibroblasts,4.819952108007744
GOBP POSITIVE REGULATION OF CELL DEATH,-3.0196936095116573,4.613636550324377e-5,Fibroblasts,4.335956620999511
GOBP RESPONSE TO CYTOKINE,-2.9744517545591758,7.156761348102129e-5,Fibroblasts,4.145283464682162
GOBP PROGRAMMED CELL DEATH,-2.5394139544309713,7.156761348102129e-5,Fibroblasts,4.145283464682162
GOBP RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN,-3.003280957800457,9.304242471373775e-5,Fibroblasts,4.03131898028654
GOBP REGULATION OF RESPONSE TO STRESS,-2.586280256874199,9.304242471373775e-5,Fibroblasts,4.03131898028654
GOBP INFLAMMATORY RESPONSE,-2.905152741657676,2.1325270674254002e-4,Fibroblasts,3.6711054477764358
GOBP ACTIN FILAMENT BUNDLE ORGANIZATION,2.6555224695201587,3.3567084025464623e-4,Fibroblasts,3.4740863843002225
GOBP ACTIN FILAMENT ORGANIZATION,2.513080756163575,0.002101919982367853,Fibroblasts,2.677383821075406
GOBP CELLULAR RESPONSE TO STRESS,-2.2507474226581623,0.0022496161742197097,Fibroblasts,2.64789157417222
GOBP REGULATION OF INFLAMMATORY RESPONSE,-2.7426142918916114,0.0028355878133020295,Fibroblasts,2.547356898812831
GOBP CELL MORPHOGENESIS,2.2984344729652606,0.00406690100059948,Fibroblasts,2.3907363993723143
GOBP CYTOKINE PRODUCTION,-2.486497765719492,0.004125722650493133,Fibroblasts,2.3844999705967354
GOBP CELLULAR RESPONSE TO BIOTIC STIMULUS,-2.5655243111529504,0.004423586861838892,Fibroblasts,2.354225440474143
GOBP NEGATIVE REGULATION OF CELL DEATH,-2.3675218118243713,0.004423586861838892,Fibroblasts,2.354225440474143
GOBP CELLULAR RESPONSE TO INORGANIC SUBSTANCE,-2.4820357305660594,0.00448797841315162,Fibroblasts,2.3479492406716096
GOBP ORGANONITROGEN COMPOUND BIOSYNTHETIC PROCESS,-2.123612463995057,0.005528421651867431,Fibroblasts,2.257398840797421
GOBP ACTIN FILAMENT BASED PROCESS,2.260298616719431,0.005924529358503777,Fibroblasts,2.2273461440728197
GOBP NCRNA METABOLIC PROCESS,-2.457420203956291,0.006183515368285804,Fibroblasts,2.2087645554944695
GOBP CELLULAR MACROMOLECULE BIOSYNTHETIC PROCESS,-2.094703872372224,0.008807745595584017,Fibroblasts,2.055135238090536
GOBP SUPRAMOLECULAR FIBER ORGANIZATION,2.2526026769043948,0.00887877734071232,Fibroblasts,2.0516468349804873
GOBP RESPONSE TO TOXIC SUBSTANCE,-2.4526587926571053,0.008959942584623952,Fibroblasts,2.0476947732910986
GOBP RESPONSE TO ENDOPLASMIC RETICULUM STRESS,-2.434349668751352,0.008959942584623952,Fibroblasts,2.0476947732910986
GOBP ACTOMYOSIN STRUCTURE ORGANIZATION,2.343102608430561,0.008959942584623952,Fibroblasts,2.0476947732910986
GOBP CYTOSKELETON ORGANIZATION,2.1803985914470183,0.00909411332815166,Fibroblasts,2.0412396380477524
GOBP RESPONSE TO MOLECULE OF BACTERIAL ORIGIN,-2.418257099076456,0.009462614010268048,Fibroblasts,2.0239888748649744
GOBP REGULATION OF CELL CYCLE,-2.119515979728929,0.012823270653868377,Fibroblasts,1.8920011912159886
GOBP RESPONSE TO METAL ION,-2.416004303118069,0.013452744070767216,Fibroblasts,1.8711891198816668
GOBP POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE II,-2.018023394327209,0.013452744070767216,Fibroblasts,1.8711891198816668
GOBP BIOLOGICAL ADHESION,2.044937224980905,0.016381460311416605,Fibroblasts,1.7856473860358317
GOBP POSITIVE REGULATION OF RNA METABOLIC PROCESS,-1.9114546129803087,0.017935201324719444,Fibroblasts,1.7462937439546167
GOBP REGULATION OF DEFENSE RESPONSE,-2.2048452416536057,0.019652915397053466,Fibroblasts,1.7065730154190444
GOBP RIBONUCLEOPROTEIN COMPLEX BIOGENESIS,-2.198111919064268,0.019652915397053466,Fibroblasts,1.7065730154190444
GOBP POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY,-2.338837693888077,0.02021566337751571,Fibroblasts,1.6943120027118346
GOBP RESPONSE TO MECHANICAL STIMULUS,-2.276755038483871,0.02021566337751571,Fibroblasts,1.6943120027118346
GOBP NEGATIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS,2.0527655295077847,0.021421543149906786,Fibroblasts,1.6691492469799027
GOBP CELLULAR COMPONENT MORPHOGENESIS,2.067707909898623,0.021454979907038062,Fibroblasts,1.6684718878554567
GOBP TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY,2.0814812899305037,0.021983941914607515,Fibroblasts,1.6578944321004727
GOBP NEGATIVE REGULATION OF MOLECULAR FUNCTION,-1.9655235052901572,0.022237289934352727,Fibroblasts,1.6529181414727112
GOBP INTRINSIC APOPTOTIC SIGNALING PATHWAY,-2.2741893904989436,0.022589546117651564,Fibroblasts,1.646092495090246
GOBP CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION,2.1038697823788537,0.022589546117651564,Fibroblasts,1.646092495090246
GOBP CELL PART MORPHOGENESIS,2.046685381713781,0.02370094608692898,Fibroblasts,1.6252343176130248
GOBP REGULATION OF ANATOMICAL STRUCTURE SIZE,2.0518533203199514,0.02477635726820603,Fibroblasts,1.6059625452000366
GOBP NEURON DEATH,-2.1920565437122406,0.02586567412275475,Fibroblasts,1.5872761983305856
GOBP NEGATIVE REGULATION OF CATALYTIC ACTIVITY,-2.10654405017221,0.02586567412275475,Fibroblasts,1.5872761983305856
GOBP CELLULAR RESPONSE TO CHEMICAL STRESS,-2.209817863525877,0.027032528394365773,Fibroblasts,1.5681133321641108
GOBP NEGATIVE REGULATION OF DEFENSE RESPONSE,-2.2049269981096535,0.0279859787413102,Fibroblasts,1.5530595001019936
GOBP DEFENSE RESPONSE,-1.977642274405494,0.0291071832751546,Fibroblasts,1.535999819543833
GOBP ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE,-2.122238110937837,0.02945753541052646,Fibroblasts,1.5308035915865126
GOBP NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION,2.098345300713241,0.02945753541052646,Fibroblasts,1.5308035915865126
GOBP CELLULAR RESPONSE TO MOLECULE OF BACTERIAL ORIGIN,-2.186798239445394,0.02957135153154363,Fibroblasts,1.5291288259886602
GOBP CELL MORPHOGENESIS INVOLVED IN NEURON DIFFERENTIATION,2.0595798817685322,0.02957135153154363,Fibroblasts,1.5291288259886602
GOBP REGULATION OF CELLULAR AMIDE METABOLIC PROCESS,-2.1074220568659623,0.03198871322889895,Fibroblasts,1.495003229400993
GOBP LEUKOCYTE DIFFERENTIATION,-2.01902506846914,0.037187649905512335,Fibroblasts,1.429601266258317
GOBP RESPONSE TO INORGANIC SUBSTANCE,-2.0547300154193313,0.03884669823942846,Fibroblasts,1.4106458879913424
GOBP NEGATIVE REGULATION OF PROTEIN METABOLIC PROCESS,-1.9335983524080402,0.03947073212861416,Fibroblasts,1.4037248179554271
GOBP VASCULAR PROCESS IN CIRCULATORY SYSTEM,2.082756491249509,0.03986371326392887,Fibroblasts,1.399422249666553
GOBP REGULATION OF CELLULAR RESPONSE TO STRESS,-1.9610741179017126,0.04004929582647106,Fibroblasts,1.3974051155689187
GOBP REGULATION OF NEURON DIFFERENTIATION,1.9849100249803047,0.04041578893538693,Fibroblasts,1.3934489391482225
GOBP LEUKOCYTE CHEMOTAXIS,-2.0828035125406585,0.04168163549036245,Fibroblasts,1.380055248669557
GOBP POSITIVE REGULATION OF NUCLEOBASE CONTAINING COMPOUND METABOLIC PROCESS,-1.7618068683582746,0.04262478295657277,Fibroblasts,1.3703378194012703
GOBP REGULATION OF ORGANELLE ORGANIZATION,1.9153334739794607,0.048055182034845705,Fibroblasts,1.3182597732859425
GOBP REGULATION OF CYTOSKELETON ORGANIZATION,1.9050671639387171,0.048055182034845705,Fibroblasts,1.3182597732859425
GOBP LOCOMOTION,1.8105937849609055,0.048055182034845705,Fibroblasts,1.3182597732859425
GOBP REGULATION OF CELLULAR COMPONENT MOVEMENT,1.8085844761232719,0.048055182034845705,Fibroblasts,1.3182597732859425
GOBP PROTEIN IMPORT,-2.0767712865310948,0.04832611695598091,Fibroblasts,1.315818099385015
GOBP POSITIVE REGULATION OF CYTOKINE PRODUCTION,-2.0050703629584485,0.04832611695598091,Fibroblasts,1.315818099385015
GOBP NEGATIVE REGULATION OF LOCOMOTION,1.9302847171271846,0.04911393344000578,Fibroblasts,1.3087952826698315
GOBP BIOLOGICAL PROCESS INVOLVED IN INTERSPECIES INTERACTION BETWEEN ORGANISMS,-1.825554020049002,0.04950141656057442,Fibroblasts,1.305382372871721
GOBP REGULATION OF ACTIN FILAMENT ORGANIZATION,2.0010471202054325,0.049907968457858304,Fibroblasts,1.301830108064127
GOBP ELECTRON TRANSPORT CHAIN,2.6189109695644555,9.512164048715314e-5,B cells,4.0217206683938365
GOBP ATP SYNTHESIS COUPLED ELECTRON TRANSPORT,2.5507673253493373,1.8446797269461952e-4,B cells,3.734079025111376
GOBP GENERATION OF PRECURSOR METABOLITES AND ENERGY,2.3982933369531088,1.8446797269461952e-4,B cells,3.734079025111376
GOBP RESPIRATORY ELECTRON TRANSPORT CHAIN,2.5307395149122756,1.947751748338125e-4,B cells,3.710466397148034
GOBP OXIDATIVE PHOSPHORYLATION,2.4578484137212,4.947474244542477e-4,B cells,3.305616457956775
GOBP SYNAPTIC SIGNALING,2.4173871423803543,7.531936178748925e-4,B cells,3.1230933685988935
GOBP MITOCHONDRIAL ELECTRON TRANSPORT NADH TO UBIQUINONE,2.381149260336371,0.0019338811542266277,B cells,2.7135702187998114
GOBP REGULATION OF TRANS SYNAPTIC SIGNALING,2.352331588638098,0.0019338811542266277,B cells,2.7135702187998114
GOBP ATP METABOLIC PROCESS,2.266593827359886,0.0023597179333251558,B cells,2.6271399069119203
GOBP ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS,2.1985228021541108,0.005861027185497942,B cells,2.2320262642037143
GOBP PROTON TRANSMEMBRANE TRANSPORT,2.202897682667536,0.00938701497460441,B cells,2.0274724893267644
GOBP AEROBIC RESPIRATION,2.2030114454409135,0.009419186774060687,B cells,2.025986591345531
GOBP CELLULAR RESPONSE TO TOXIC SUBSTANCE,2.2373688348424845,0.01338131849531321,B cells,1.873501092321006
GOBP DETOXIFICATION,2.2373688348424845,0.01338131849531321,B cells,1.873501092321006
GOBP PLATELET AGGREGATION,2.208841161306637,0.01338131849531321,B cells,1.873501092321006
GOBP INORGANIC ION TRANSMEMBRANE TRANSPORT,1.9743891345910514,0.01338131849531321,B cells,1.873501092321006
GOBP PLATELET ACTIVATION,2.232195567912224,0.014018169222482328,B cells,1.853308701668304
GOBP RESPONSE TO TOXIC SUBSTANCE,2.132344527528092,0.014996932967680716,B cells,1.8239975497047451
GOBP INTEGRIN MEDIATED SIGNALING PATHWAY,2.123813041378963,0.016321351595674164,B cells,1.7872438795136774
GOBP CELLULAR RESPIRATION,2.1142381316293473,0.019181881189979936,B cells,1.7171088032985786
GOBP RESPONSE TO WOUNDING,2.0227389607589776,0.02289400868445023,B cells,1.6402781567745814
GOBP HOMOTYPIC CELL CELL ADHESION,2.073016761928199,0.02383974126209616,B cells,1.6226984623988177
GOBP ION TRANSPORT,1.8735277874646685,0.024448119454655026,B cells,1.6117545411160707
GOBP ION TRANSMEMBRANE TRANSPORT,1.8846088565974843,0.025342792547178996,B cells,1.5961455314806479
GOBP MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY,2.098093365507304,0.03424764551250157,B cells,1.465369280407373
GOBP HEMOSTASIS,2.010037361640868,0.04086294638246212,B cells,1.3886703221991241
GOBP ELECTRON TRANSPORT CHAIN,-2.5264375503083527,1.0295485972410914e-5,Neutrophils,4.98735314878804
GOBP ATP SYNTHESIS COUPLED ELECTRON TRANSPORT,-2.445754674252549,1.5927173389023657e-5,Neutrophils,4.797861292025178
GOBP RESPIRATORY ELECTRON TRANSPORT CHAIN,-2.445754674252549,1.5927173389023657e-5,Neutrophils,4.797861292025178
GOBP OXIDATIVE PHOSPHORYLATION,-2.3027301440646504,5.891781654360583e-4,Neutrophils,3.2297533562054124
GOBP AEROBIC RESPIRATION,-2.200907632623075,0.0061572419764986605,Neutrophils,2.2106137785194298
GOBP CELLULAR RESPIRATION,-2.025746261272432,0.04649685343389945,Neutrophils,1.332576435981701
GOBP MACROMOLECULE CATABOLIC PROCESS,-1.6867905673859074,0.04649685343389945,Neutrophils,1.332576435981701
