Description,NES,p.adjust,cell_type,negLog_padjust
GOBP CELLULAR RESPONSE TO OXYGEN CONTAINING COMPOUND,-2.4771399536555623,0.0018813662340080532,Macrophage,2.7255266547809325
GOBP CYTOPLASMIC TRANSLATION,2.64812437105016,0.0025946226613264857,Macrophage,2.585925793121679
GOBP ATP SYNTHESIS COUPLED ELECTRON TRANSPORT,2.5673745536636186,0.0025946226613264857,Macrophage,2.585925793121679
GOBP RESPIRATORY ELECTRON TRANSPORT CHAIN,2.5673745536636186,0.0025946226613264857,Macrophage,2.585925793121679
GOBP RESPONSE TO OXYGEN CONTAINING COMPOUND,-2.4514580646306516,0.0025946226613264857,Macrophage,2.585925793121679
GOBP DEFENSE RESPONSE TO SYMBIONT,2.4741733170987494,0.006489421771495472,Macrophage,2.1877939985210992
GOBP GENERATION OF PRECURSOR METABOLITES AND ENERGY,2.2723453696343077,0.013600924106838719,Macrophage,1.8664315827425606
GOBP ELECTRON TRANSPORT CHAIN,2.2966307252375158,0.021329650413620567,Macrophage,1.671016262444603
GOBP ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS,2.1813218572987365,0.030775949462156414,Macrophage,1.511788539864895
GOBP REGULATION OF RESPONSE TO CYTOKINE STIMULUS,2.2022848755826274,0.03456286633217081,Macrophage,1.4613902482352137
GOBP INFLAMMATORY RESPONSE,-2.589531713546132,0.006960769731673496,Fibroblasts,2.157342732841374
GOBP REGULATION OF CELL DEATH,2.40304527364031,2.988348865805399e-4,T cells,3.5245687034931694
GOBP REGULATION OF DNA TEMPLATED TRANSCRIPTION IN RESPONSE TO STRESS,2.6688313460512765,9.527308770003619e-4,T cells,3.0210297595293643
GOBP VASCULATURE DEVELOPMENT,2.404977146935264,0.0020171900136796896,T cells,2.6952531905300274
GOBP APOPTOTIC SIGNALING PATHWAY,2.400495653411446,0.0020171900136796896,T cells,2.6952531905300274
GOBP NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY,2.528112503107486,0.002189729677869526,T cells,2.6596094955049874
GOBP MYELOID CELL DIFFERENTIATION,2.3887326365074335,0.002443728682632436,T cells,2.6119470137226592
GOBP REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY,2.434583625433505,0.002607138835272347,T cells,2.583835841180263
GOBP RESPONSE TO OXIDATIVE STRESS,2.360724503035099,0.002607138835272347,T cells,2.583835841180263
GOBP REGULATION OF APOPTOTIC SIGNALING PATHWAY,2.366434756980101,0.0035475154980332212,T cells,2.4500756985637637
GOBP MYELOID LEUKOCYTE DIFFERENTIATION,2.3610779000008195,0.0035475154980332212,T cells,2.4500756985637637
GOBP RESPONSE TO PEPTIDE,2.3094154813675267,0.0035475154980332212,T cells,2.4500756985637637
GOBP CELL CELL ADHESION,2.2925982513152543,0.0035475154980332212,T cells,2.4500756985637637
GOBP NEGATIVE REGULATION OF SIGNALING,2.1224412146395566,0.0035475154980332212,T cells,2.4500756985637637
GOBP NEGATIVE REGULATION OF RESPONSE TO STIMULUS,2.075279664471294,0.0035475154980332212,T cells,2.4500756985637637
GOBP POSITIVE REGULATION OF PROTEIN CONTAINING COMPLEX ASSEMBLY,2.3512572302050017,0.0036288677330797926,T cells,2.440228860909508
GOBP NEGATIVE REGULATION OF CELL ACTIVATION,2.339678288756578,0.004160217648359924,T cells,2.3808839479768404
GOBP NEGATIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS,2.198457773662924,0.004160217648359924,T cells,2.3808839479768404
GOBP EXTRINSIC APOPTOTIC SIGNALING PATHWAY,2.341122110241827,0.004202473959259999,T cells,2.37649496899729
GOBP REGULATION OF CELL CELL ADHESION,2.2836431012784004,0.004202473959259999,T cells,2.37649496899729
GOBP WOUND HEALING,2.255309627106422,0.004202473959259999,T cells,2.37649496899729
GOBP PROGRAMMED CELL DEATH,1.973595413399033,0.004202473959259999,T cells,2.37649496899729
GOBP CELLULAR RESPONSE TO EXTERNAL STIMULUS,2.279298383632246,0.004643769502357808,T cells,2.3331293449925563
GOBP IMMUNE SYSTEM DEVELOPMENT,2.1178876053742477,0.004643769502357808,T cells,2.3331293449925563
GOBP NEGATIVE REGULATION OF DEVELOPMENTAL PROCESS,2.2440194975822783,0.004985126664913984,T cells,2.302323802412641
GOBP BLOOD VESSEL MORPHOGENESIS,2.153049154973326,0.005500308179922995,T cells,2.2596129764893202
GOBP CELLULAR RESPONSE TO PEPTIDE,2.26624221133804,0.0057202829083302376,T cells,2.2425824917509667
GOBP POSITIVE REGULATION OF CELL DIFFERENTIATION,2.111029056375656,0.0057202829083302376,T cells,2.2425824917509667
GOBP NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY,2.247703485263039,0.006195715791431691,T cells,2.207908512320815
GOBP SMALL MOLECULE BIOSYNTHETIC PROCESS,2.2394000738594544,0.006195715791431691,T cells,2.207908512320815
GOBP CYTOKINE PRODUCTION,2.164833615779875,0.006195715791431691,T cells,2.207908512320815
GOBP REGULATION OF CHROMOSOME ORGANIZATION,-2.2869540194617417,0.006245743139358858,T cells,2.204415880408876
GOBP NEGATIVE REGULATION OF CELL DEATH,2.0581541544296496,0.006394990798975988,T cells,2.1941600760417512
GOBP REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT,1.974235865270205,0.006473655372783774,T cells,2.1888504241305586
GOBP RESPONSE TO WOUNDING,2.0843198067854845,0.00651386890651998,T cells,2.186160985984207
GOBP RESPONSE TO HORMONE,2.0375253637665693,0.0069141688825076104,T cells,2.1602600167743184
GOBP CHROMOSOME ORGANIZATION,-1.982370122998842,0.007761693650334353,T cells,2.1100435026157043
GOBP ELECTRON TRANSPORT CHAIN,2.1438112925074932,0.00822152226130923,T cells,2.0850477629369886
GOBP REGULATION OF PEPTIDASE ACTIVITY,2.1372239071476797,0.00822152226130923,T cells,2.0850477629369886
GOBP POSITIVE REGULATION OF CELL DEATH,2.098036547843077,0.00822152226130923,T cells,2.0850477629369886
GOBP REGULATION OF PROTEOLYSIS,2.012162345570385,0.00822152226130923,T cells,2.0850477629369886
GOBP LEUKOCYTE DIFFERENTIATION,2.0822180335689238,0.008583560374921381,T cells,2.0663325337768472
GOBP RESPONSE TO ABIOTIC STIMULUS,2.028249251338483,0.008583560374921381,T cells,2.0663325337768472
GOBP RESPONSE TO MECHANICAL STIMULUS,2.241619173478965,0.008711924537565516,T cells,2.0598858950820365
GOBP NEGATIVE REGULATION OF CELL CELL ADHESION,2.191838038363764,0.008711924537565516,T cells,2.0598858950820365
GOBP RESPONSE TO EXTRACELLULAR STIMULUS,2.1487870199224886,0.008711924537565516,T cells,2.0598858950820365
GOBP GENERATION OF PRECURSOR METABOLITES AND ENERGY,2.084112892697838,0.009165021664343255,T cells,2.0378665041121726
GOBP CIRCULATORY SYSTEM DEVELOPMENT,2.0104908383097246,0.009744160161196851,T cells,2.011255586312969
GOBP RESPONSE TO NITROGEN COMPOUND,1.9630679482841538,0.010374728886202061,T cells,1.9840232435088663
GOBP HEMOSTASIS,2.269821627247655,0.010421090729151362,T cells,1.9820868229884223
GOBP CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES,2.1782432771108713,0.01045340568838291,T cells,1.980742194652732
GOBP CELLULAR RESPONSE TO HORMONE STIMULUS,2.068163849756446,0.01045340568838291,T cells,1.980742194652732
GOBP POSITIVE REGULATION OF CELL CELL ADHESION,2.1734970347634723,0.010561565661930472,T cells,1.9762716965810483
GOBP POSITIVE REGULATION OF CELL ACTIVATION,2.077278838623857,0.010561565661930472,T cells,1.9762716965810483
GOBP TUBE DEVELOPMENT,2.032187288341383,0.010561565661930472,T cells,1.9762716965810483
GOBP MUSCLE STRUCTURE DEVELOPMENT,2.067719009244027,0.010590001481358528,T cells,1.9751039791422045
GOBP NEGATIVE REGULATION OF SECRETION,2.1907755177884405,0.011112056712902711,T cells,1.9542055507443568
GOBP OXIDATIVE PHOSPHORYLATION,2.1609905130955687,0.011112056712902711,T cells,1.9542055507443568
GOBP RESPONSE TO PEPTIDE HORMONE,2.062621760951304,0.011112056712902711,T cells,1.9542055507443568
GOBP ATP METABOLIC PROCESS,2.0422787037120234,0.011112056712902711,T cells,1.9542055507443568
GOBP REGULATION OF LEUKOCYTE PROLIFERATION,2.0554999226883752,0.011256395862268722,T cells,1.9486006421390687
GOBP NEGATIVE REGULATION OF LEUKOCYTE CELL CELL ADHESION,2.146515319210813,0.011530667811021451,T cells,1.938145539345127
GOBP REGULATION OF LEUKOCYTE MIGRATION,2.125716745766129,0.011530667811021451,T cells,1.938145539345127
GOBP HOMEOSTASIS OF NUMBER OF CELLS,2.108034886780138,0.011530667811021451,T cells,1.938145539345127
GOBP REGULATION OF CELL ACTIVATION,2.058033592621955,0.011530667811021451,T cells,1.938145539345127
GOBP ATP SYNTHESIS COUPLED ELECTRON TRANSPORT,2.0524049232492128,0.011530667811021451,T cells,1.938145539345127
GOBP ANATOMICAL STRUCTURE FORMATION INVOLVED IN MORPHOGENESIS,1.9688583260437118,0.011530667811021451,T cells,1.938145539345127
GOBP MITOCHONDRION ORGANIZATION,1.9676682730886266,0.011726059892894799,T cells,1.930847891910791
GOBP RESPONSE TO CYTOKINE,1.9243773496153125,0.011918443750052018,T cells,1.9237804488649803
GOBP RESPONSE TO TEMPERATURE STIMULUS,2.2093512047872017,0.012769784595853057,T cells,1.8938164284704448
GOBP CELLULAR RESPONSE TO CHEMICAL STRESS,2.0422725300153197,0.012769784595853057,T cells,1.8938164284704448
GOBP MUSCLE CELL DIFFERENTIATION,2.0300005598656736,0.013659528056159461,T cells,1.864564305496833
GOBP DNA PACKAGING,-2.1477139468518467,0.013678576389551292,T cells,1.8639590998625728
GOBP CELLULAR RESPONSE TO ENDOGENOUS STIMULUS,1.8633923148572429,0.013678576389551292,T cells,1.8639590998625728
GOBP TUBE MORPHOGENESIS,2.0637017641754567,0.014024848042535978,T cells,1.8531018355723805
GOBP CELLULAR RESPONSE TO NITROGEN COMPOUND,2.0280647171405506,0.014024848042535978,T cells,1.8531018355723805
GOBP RESPONSE TO ENDOGENOUS STIMULUS,1.8479824992762286,0.014423610887523567,T cells,1.8409260022923646
GOBP POSITIVE REGULATION OF LIPID METABOLIC PROCESS,2.1351457835298397,0.015642892668725736,T cells,1.8056829345303733
GOBP NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION,2.1006951742207525,0.015642892668725736,T cells,1.8056829345303733
GOBP REGULATION OF SMALL MOLECULE METABOLIC PROCESS,2.0888582216078673,0.015642892668725736,T cells,1.8056829345303733
GOBP POSITIVE REGULATION OF HEMOPOIESIS,2.0629941975680017,0.015642892668725736,T cells,1.8056829345303733
GOBP LEUKOCYTE CELL CELL ADHESION,1.993388574899851,0.015642892668725736,T cells,1.8056829345303733
GOBP POSITIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS,1.857890936320956,0.015642892668725736,T cells,1.8056829345303733
GOBP CELLULAR RESPIRATION,2.0229678699014615,0.015908626685362793,T cells,1.7983673092730457
GOBP REGULATION OF HEMOPOIESIS,1.9893622599049423,0.016065160555089615,T cells,1.7941149297551007
GOBP REGULATION OF PEPTIDYL TYROSINE PHOSPHORYLATION,2.1206773970150854,0.01631347344512149,T cells,1.787453559655968
GOBP CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS,1.9742626862317516,0.01631347344512149,T cells,1.787453559655968
GOBP NEGATIVE REGULATION OF CELL DIFFERENTIATION,1.9506122832558652,0.016416727511368554,T cells,1.784713410273688
GOBP MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY,2.0482674497492503,0.016436982271525673,T cells,1.784177913263388
GOBP NEGATIVE REGULATION OF HYDROLASE ACTIVITY,2.022252387876756,0.016436982271525673,T cells,1.784177913263388
GOBP NEGATIVE REGULATION OF PEPTIDASE ACTIVITY,2.020261260993272,0.016436982271525673,T cells,1.784177913263388
GOBP NEGATIVE REGULATION OF TRANSPORT,2.0064445163683584,0.016436982271525673,T cells,1.784177913263388
GOBP POSITIVE REGULATION OF PROTEOLYSIS,1.9720220806757807,0.016436982271525673,T cells,1.784177913263388
GOBP RESPONSE TO TUMOR NECROSIS FACTOR,1.9626398785599457,0.016436982271525673,T cells,1.784177913263388
GOBP LEUKOCYTE PROLIFERATION,2.028891966279019,0.016880663306811438,T cells,1.7726104922584538
GOBP POSITIVE REGULATION OF CYTOKINE PRODUCTION,1.9776063784720006,0.016880663306811438,T cells,1.7726104922584538
GOBP POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION,2.0066602881429634,0.01786810577721181,T cells,1.7479214852172449
GOBP RESPIRATORY ELECTRON TRANSPORT CHAIN,2.0168314038130317,0.018207629261544393,T cells,1.739746598173023
GOBP POSITIVE REGULATION OF MOLECULAR FUNCTION,1.7789864282096868,0.02119874618314895,T cells,1.6736898250072212
GOBP CELLULAR RESPONSE TO OXYGEN CONTAINING COMPOUND,1.7918912794934272,0.021522986813628433,T cells,1.6670974603909714
GOBP REGULATION OF LIPID METABOLIC PROCESS,2.0211220375872534,0.021530149322473213,T cells,1.6669529581142157
GOBP AEROBIC RESPIRATION,2.0448528735905778,0.02185775938458233,T cells,1.6603943591651498
GOBP NEGATIVE REGULATION OF CYTOKINE PRODUCTION,2.007372747919503,0.022613094975550717,T cells,1.645639993213426
GOBP REGULATION OF LEUKOCYTE DIFFERENTIATION,1.9777059601090312,0.02337079389266782,T cells,1.631326534618952
GOBP NEGATIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION,1.8831501112456979,0.026796341388214802,T cells,1.5719244978881985
GOBP POSITIVE REGULATION OF LEUKOCYTE CELL CELL ADHESION,1.960264990662343,0.026937110573499654,T cells,1.5696489909918137
GOBP REGULATION OF PROTEIN CONTAINING COMPLEX ASSEMBLY,1.913219719665832,0.027584067311776594,T cells,1.559341696070815
GOBP REGULATION OF HYDROLASE ACTIVITY,1.7649487411481082,0.027584067311776594,T cells,1.559341696070815
GOBP POSITIVE REGULATION OF DEVELOPMENTAL PROCESS,1.7916951547518376,0.029225624049834014,T cells,1.5342362066500987
GOBP CYTOKINE MEDIATED SIGNALING PATHWAY,1.8613311739382294,0.02938299734573321,T cells,1.531903904110243
GOBP GROWTH,1.7999872270797155,0.030045153439115173,T cells,1.5222255737246027
GOBP REGULATION OF CELL DIFFERENTIATION,1.7290521079850218,0.030401051168216398,T cells,1.5171113996588967
GOBP CELLULAR RESPONSE TO STARVATION,1.9587035023503483,0.0308806994017152,T cells,1.5103128721036
GOBP REGULATION OF RESPONSE TO OXIDATIVE STRESS,1.955528462908049,0.0308806994017152,T cells,1.5103128721036
GOBP REGENERATION,1.9523415462030997,0.0308806994017152,T cells,1.5103128721036
GOBP POSITIVE REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION,1.9380506930083137,0.0308806994017152,T cells,1.5103128721036
GOBP POSITIVE REGULATION OF CELLULAR PROTEIN CATABOLIC PROCESS,1.9349634545337748,0.0308806994017152,T cells,1.5103128721036
GOBP RESPONSE TO REACTIVE OXYGEN SPECIES,1.920684569386745,0.0308806994017152,T cells,1.5103128721036
GOBP POSITIVE REGULATION OF CELL ADHESION,1.8897683447889335,0.0308806994017152,T cells,1.5103128721036
GOBP REGULATION OF CELLULAR COMPONENT MOVEMENT,1.7794955335302747,0.0308806994017152,T cells,1.5103128721036
GOBP RESPONSE TO INSULIN,1.9572189713642547,0.0317918686265739,T cells,1.4976839448641013
GOBP REGULATION OF BODY FLUID LEVELS,1.9241665123375913,0.0317918686265739,T cells,1.4976839448641013
GOBP CELLULAR RESPONSE TO EXTRACELLULAR STIMULUS,1.9199553700273744,0.0317918686265739,T cells,1.4976839448641013
GOBP STRIATED MUSCLE CELL DIFFERENTIATION,1.9185758661597,0.0317918686265739,T cells,1.4976839448641013
GOBP CELLULAR RESPONSE TO OXYGEN LEVELS,1.9102215720168418,0.0317918686265739,T cells,1.4976839448641013
GOBP REGULATION OF TRANSPORT,1.7291287762387701,0.0317918686265739,T cells,1.4976839448641013
GOBP MYELOID CELL HOMEOSTASIS,1.8982533758438478,0.03283618059385322,T cells,1.4836473644478525
GOBP PEPTIDYL TYROSINE MODIFICATION,1.9029978185366794,0.03294881700822542,T cells,1.4821601736655055
GOBP REGULATION OF OXIDATIVE STRESS INDUCED CELL DEATH,1.9784825444547547,0.03417392012894257,T cells,1.466305199933544
GOBP MYOTUBE DIFFERENTIATION,1.9752892719444235,0.03417392012894257,T cells,1.466305199933544
GOBP TUMOR NECROSIS FACTOR MEDIATED SIGNALING PATHWAY,1.9202206569668605,0.03417392012894257,T cells,1.466305199933544
GOBP SKIN DEVELOPMENT,1.9146729702635037,0.03417392012894257,T cells,1.466305199933544
GOBP REGULATION OF CELL POPULATION PROLIFERATION,1.7050565926970684,0.03417392012894257,T cells,1.466305199933544
GOBP REGULATION OF MYELOID CELL DIFFERENTIATION,1.8622766685902552,0.034395225213725476,T cells,1.4635018425232038
GOBP NEGATIVE REGULATION OF MOLECULAR FUNCTION,1.7835143243093639,0.03452263323527929,T cells,1.4618960856122203
GOBP ERK1 AND ERK2 CASCADE,1.8856044239453285,0.03483485401614219,T cells,1.457986005141375
GOBP RESPONSE TO STARVATION,1.896301863452387,0.03554789960359018,T cells,1.4491860550613338
GOBP NEURON DEATH,1.852414042280382,0.03554789960359018,T cells,1.4491860550613338
GOBP CHROMATIN ORGANIZATION,-1.808427659917262,0.03554789960359018,T cells,1.4491860550613338
GOBP CHROMATIN REMODELING,-1.9607921965484065,0.036070394502336234,T cells,1.4428491077717174
GOBP INTRINSIC APOPTOTIC SIGNALING PATHWAY,1.9138682369277107,0.036070394502336234,T cells,1.4428491077717174
GOBP NEGATIVE REGULATION OF CATALYTIC ACTIVITY,1.7941433972241074,0.036070394502336234,T cells,1.4428491077717174
GOBP REACTIVE OXYGEN SPECIES METABOLIC PROCESS,1.8791450200891393,0.03614809539472363,T cells,1.4419145802879134
GOBP REGULATION OF RESPONSE TO WOUNDING,1.954764113532691,0.037168334612376404,T cells,1.4298268977382405
GOBP POSITIVE REGULATION OF CYTOSKELETON ORGANIZATION,1.8927266283287165,0.037168334612376404,T cells,1.4298268977382405
GOBP PROTEIN FOLDING,1.8691380856085982,0.037168334612376404,T cells,1.4298268977382405
GOBP MITOCHONDRIAL ELECTRON TRANSPORT NADH TO UBIQUINONE,1.8978594394707786,0.0371901098409656,T cells,1.429572538950659
GOBP CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN,1.8871835913868782,0.03766146498939609,T cells,1.4241027904150483
GOBP CELL DEATH IN RESPONSE TO OXIDATIVE STRESS,1.93570168489164,0.03877141770720439,T cells,1.411488318385133
GOBP MYELOID LEUKOCYTE MIGRATION,1.8796599749927891,0.03877141770720439,T cells,1.411488318385133
GOBP LEUKOCYTE MIGRATION,1.8640318914385112,0.03925025099028439,T cells,1.406157561763391
GOBP DNA CONFORMATION CHANGE,-1.9338983198054913,0.03956270355491556,T cells,1.4027140381349572
GOBP ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS,1.8372495065230536,0.03956325421070555,T cells,1.4027079934240234
GOBP NEGATIVE REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY,-1.9390426805183745,0.04008225416960476,T cells,1.3970478623431046
GOBP NADH DEHYDROGENASE COMPLEX ASSEMBLY,1.8912223981080156,0.04008225416960476,T cells,1.3970478623431046
GOBP NEGATIVE REGULATION OF CELL POPULATION PROLIFERATION,1.7899411719807483,0.04008225416960476,T cells,1.3970478623431046
GOBP RESPONSE TO OXYGEN CONTAINING COMPOUND,1.6665633860921194,0.04008225416960476,T cells,1.3970478623431046
GOBP POSITIVE REGULATION OF NF KAPPAB TRANSCRIPTION FACTOR ACTIVITY,1.8652494666429225,0.040394161506388304,T cells,1.3936814024338642
GOBP POSITIVE REGULATION OF KINASE ACTIVITY,1.8496604689550442,0.040394161506388304,T cells,1.3936814024338642
GOBP ERYTHROCYTE HOMEOSTASIS,1.883412392910165,0.041258162877523215,T cells,1.384490113975983
GOBP FATTY ACID METABOLIC PROCESS,1.8584549460355977,0.041258162877523215,T cells,1.384490113975983
GOBP RESPONSE TO CORTICOSTEROID,1.9274683304299873,0.04126923561653484,T cells,1.3843735749945318
GOBP MALE GAMETE GENERATION,-1.8858754073402453,0.04126923561653484,T cells,1.3843735749945318
GOBP REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,1.8641630286013469,0.04126923561653484,T cells,1.3843735749945318
GOBP REGULATION OF T CELL ACTIVATION,1.836042330989387,0.04126923561653484,T cells,1.3843735749945318
GOBP POSITIVE REGULATION OF I KAPPAB KINASE NF KAPPAB SIGNALING,1.7866365400372417,0.04126923561653484,T cells,1.3843735749945318
GOBP LIPID METABOLIC PROCESS,1.7176191929092959,0.04126923561653484,T cells,1.3843735749945318
GOBP HEPATICOBILIARY SYSTEM DEVELOPMENT,1.9465114486838975,0.04170161615606897,T cells,1.379847113513975
GOBP REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY,1.8390414986288472,0.04170161615606897,T cells,1.379847113513975
GOBP NEGATIVE REGULATION OF PROTEOLYSIS,1.8277869685053043,0.04170161615606897,T cells,1.379847113513975
GOBP RESPONSE TO OXYGEN LEVELS,1.8206822326698573,0.04170161615606897,T cells,1.379847113513975
GOBP RNA LOCALIZATION,-1.8116405817074905,0.04170161615606897,T cells,1.379847113513975
GOBP CELLULAR RESPONSE TO ORGANIC CYCLIC COMPOUND,1.8113285570908844,0.04170161615606897,T cells,1.379847113513975
GOBP SMALL MOLECULE METABOLIC PROCESS,1.7170509061394807,0.04189497658743704,T cells,1.3778380479441072
GOBP BIOLOGICAL ADHESION,1.6697012455277143,0.044564563953743516,T cells,1.3510103385159382
GOBP NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY,1.8343409552601981,0.04456563649053946,T cells,1.3509998864624295
GOBP NEGATIVE REGULATION OF LOCOMOTION,1.7976672609583986,0.04456563649053946,T cells,1.3509998864624295
GOBP RESPONSE TO HYDROGEN PEROXIDE,1.8434339567618616,0.046470046211593306,T cells,1.3328268956418547
GOBP ENTRY INTO HOST,1.8536049394321192,0.04677153908990541,T cells,1.3300183387240534
GOBP PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,1.819181285107845,0.04677153908990541,T cells,1.3300183387240534
GOBP NEGATIVE REGULATION OF IMMUNE SYSTEM PROCESS,1.7551594191011832,0.04677153908990541,T cells,1.3300183387240534
GOBP RESPONSE TO KETONE,1.9133128514454465,0.04960121781910247,T cells,1.3045076604932022
GOBP REGULATION OF CELL ACTIVATION,2.413772213043732,0.001025457342719618,B cells,2.989082400831255
GOBP CELL ACTIVATION,2.2428828464209967,0.001025457342719618,B cells,2.989082400831255
GOBP LEUKOCYTE MEDIATED IMMUNITY,2.353579864905539,0.0021013893408026872,B cells,2.6774934750109725
GOBP ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS,2.3769391107098787,0.002648505671319985,B cells,2.57699909276035
GOBP CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,2.2964146955268996,0.00492911953621502,B cells,2.3072306496300024
GOBP IMMUNE EFFECTOR PROCESS,2.2288764825275953,0.00492911953621502,B cells,2.3072306496300024
GOBP ADAPTIVE IMMUNE RESPONSE,2.212034794106843,0.00492911953621502,B cells,2.3072306496300024
GOBP RESPONSE TO BACTERIUM,2.1729570082884253,0.00492911953621502,B cells,2.3072306496300024
GOBP DEFENSE RESPONSE,1.9715869236466663,0.00492911953621502,B cells,2.3072306496300024
GOBP INFLAMMATORY RESPONSE,2.1836229519818495,0.00527484174722992,B cells,2.2777905652882326
GOBP REGULATION OF LYMPHOCYTE ACTIVATION,2.1733409322822967,0.00527484174722992,B cells,2.2777905652882326
GOBP HUMORAL IMMUNE RESPONSE,2.315661513050445,0.008256343512669961,B cells,2.08321224612463
GOBP REGULATION OF LEUKOCYTE PROLIFERATION,2.120391096235929,0.011653512561306227,B cells,1.933543151370478
GOBP IMMUNE RESPONSE,1.8482773528604233,0.012091180334116484,B cells,1.9175313014905677
GOBP RNA LOCALIZATION,-2.252209291200043,0.012125390726459294,B cells,1.9163042578711718
GOBP POSITIVE REGULATION OF MRNA METABOLIC PROCESS,-2.2695469887221518,0.012646842265741538,B cells,1.8980178980262858
GOBP LYMPHOCYTE ACTIVATION,1.977327735721516,0.012646842265741538,B cells,1.8980178980262858
GOBP ESTABLISHMENT OF RNA LOCALIZATION,-2.159493561450253,0.020869012796040316,B cells,1.6804980946514938
GOBP REGULATION OF B CELL ACTIVATION,2.100962541857697,0.021184421311393503,B cells,1.6739833949955922
GOBP LYMPHOCYTE MEDIATED IMMUNITY,2.0715672109060557,0.023644406048230544,B cells,1.6262715910677066
GOBP B CELL MEDIATED IMMUNITY,2.1320991383919634,0.028061620155301177,B cells,1.5518872583185415
GOBP T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE,2.0954371173541717,0.028061620155301177,B cells,1.5518872583185415
GOBP B CELL RECEPTOR SIGNALING PATHWAY,2.062805375362673,0.028061620155301177,B cells,1.5518872583185415
GOBP CHROMATIN REMODELING,-2.0386125927948417,0.028061620155301177,B cells,1.5518872583185415
GOBP CELLULAR RESPONSE TO MOLECULE OF BACTERIAL ORIGIN,2.0064728264476717,0.028061620155301177,B cells,1.5518872583185415
GOBP LEUKOCYTE PROLIFERATION,2.0025930956564033,0.028061620155301177,B cells,1.5518872583185415
GOBP REGULATION OF IMMUNE RESPONSE,1.8755298151479833,0.028061620155301177,B cells,1.5518872583185415
GOBP VESICLE MEDIATED TRANSPORT,1.805871149427315,0.028061620155301177,B cells,1.5518872583185415
GOBP REGULATION OF IMMUNE SYSTEM PROCESS,1.759354207098107,0.028061620155301177,B cells,1.5518872583185415
GOBP MRNA METABOLIC PROCESS,-1.7569322163465333,0.028061620155301177,B cells,1.5518872583185415
GOBP CHROMATIN ASSEMBLY OR DISASSEMBLY,-2.029808535638546,0.02973157842283029,B cells,1.5267820338785238
GOBP NUCLEOSOME ORGANIZATION,-2.1212006914117816,0.03250500473423694,B cells,1.4880497663710681
GOBP MRNA PROCESSING,-1.8455029697730492,0.03250500473423694,B cells,1.4880497663710681
GOBP POSITIVE REGULATION OF IMMUNE RESPONSE,1.9564291556349804,0.03334820196727264,B cells,1.476927576942113
GOBP CYTOKINE PRODUCTION,1.8446049392816455,0.038476469533863175,B cells,1.4148047841472962
GOBP POSITIVE REGULATION OF CELL ACTIVATION,1.9595913965396157,0.03954137619392482,B cells,1.4029482196195449
GOBP MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY,2.063309548508453,0.04335496677819452,B cells,1.362961142229255
GOBP CYTOKINESIS,2.019051758838469,0.04335496677819452,B cells,1.362961142229255
GOBP NEGATIVE REGULATION OF CYTOKINE PRODUCTION,1.988709392858431,0.04335496677819452,B cells,1.362961142229255
GOBP DEFENSE RESPONSE TO BACTERIUM,1.951476265359582,0.04335496677819452,B cells,1.362961142229255
GOBP MYELOID LEUKOCYTE ACTIVATION,1.9289362107132881,0.04335496677819452,B cells,1.362961142229255
GOBP B CELL ACTIVATION,1.8896355306148902,0.04393430513469269,B cells,1.3571962380132623
GOBP PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,1.9353038109452512,0.045119029023759985,B cells,1.3456402550832363
GOBP ORGANONITROGEN COMPOUND BIOSYNTHETIC PROCESS,2.4467478787550574,3.777327115584142e-6,Neutrophils,5.422815403750292
GOBP CYTOPLASMIC TRANSLATION,2.684722497987429,7.634938697712397e-6,Neutrophils,5.11719444562159
