p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
3.18327557959555e-151,0.5002873204190488,0.317,0.094,6.150725074894522e-147,T cells,Lmnb1
9.321629521948478e-149,0.48653408365603745,0.999,0.998,1.801125256230885e-144,T cells,Rps27a
9.800827117033373e-149,0.4961136574359064,1,0.998,1.8937158155531885e-144,T cells,Rpl26
1.0271667952909152e-148,0.6558527799033875,0.857,0.681,1.9846916818611062e-144,T cells,Actr3
9.523038854677708e-148,0.7829594037650095,0.722,0.464,1.8400415675008267e-143,T cells,Senp6
1.9318381241613537e-147,0.57049875564167,0.318,0.098,3.7326976235045677e-143,T cells,Chn2
6.407191138069844e-147,0.6899512737312752,0.536,0.255,1.2379974716978554e-142,T cells,Oga
4.028895960354373e-146,0.7158771688170108,0.582,0.293,7.78463277459672e-142,T cells,Msi2
4.395225174523674e-146,0.6529585893225965,0.408,0.158,8.492454082214642e-142,T cells,Rnf138
6.40874677150529e-146,0.4258728725667371,0.354,0.116,1.2382980511902522e-141,T cells,Pik3cd
9.282631461665973e-146,0.6233872193160339,0.588,0.3,1.7935900510230992e-141,T cells,Leprotl1
6.022404745997324e-144,0.6379557863864191,0.914,0.838,1.1636490450216029e-139,T cells,Cnbp
8.541132639148948e-144,0.7210955319211969,0.525,0.244,1.6503176485363596e-139,T cells,Pcgf5
1.7015590089867283e-143,0.5778734531150743,0.387,0.142,3.2877523171641564e-139,T cells,Slc7a1
1.7181705722290982e-143,0.5313589089890831,0.494,0.216,3.3198491796610637e-139,T cells,Srpk1
1.0649070377692819e-142,0.7155774892954677,0.397,0.154,2.0576133783778065e-138,T cells,Cwc25
8.286597854679507e-142,0.484382373269972,0.321,0.103,1.6011364374811743e-137,T cells,Arhgef18
8.644952059821386e-141,0.6776145258370772,0.582,0.301,1.6703776369986882e-136,T cells,Stim1
2.528476484656535e-140,1.1248624972683454,0.515,0.248,4.885522263653356e-136,T cells,Cblb
7.095368800813858e-140,0.9864025144179571,0.986,0.922,1.3709671596932536e-135,T cells,Junb
9.832430510600414e-140,0.36084432188952353,0.299,0.09,1.8998222232582122e-135,T cells,Rassf5
1.2233053535910421e-139,0.47714056822650397,0.999,0.992,2.3636706042086116e-135,T cells,Rpl6
8.14942609262274e-139,0.9857281821405177,0.601,0.328,1.5746321096165657e-134,T cells,Arl5b
4.3810004233379774e-138,0.7321832611575765,0.767,0.548,8.46496901797364e-134,T cells,Coq10b
1.7455203171129357e-137,0.3878875237635333,0.263,0.074,3.3726943567256143e-133,T cells,Itgb3
3.810109085371066e-136,0.5359230934803789,0.996,0.986,7.361892774753974e-132,T cells,Rpl22
1.6228634152557373e-135,0.44610915431300646,0.309,0.098,3.1356966909571357e-131,T cells,Dock5
4.128955987577716e-134,0.6809159211451237,0.72,0.421,7.977968759197663e-130,T cells,Fli1
1.398865147282888e-131,0.5743652278965408,0.6,0.293,2.7028872375799963e-127,T cells,Dock8
2.5361970378940074e-131,0.5960005508894111,0.969,0.909,4.900439916618801e-127,T cells,Arpc3
9.80891611445193e-131,1.2775992280700879,0.485,0.248,1.895278771634402e-126,T cells,Pard3
3.6022712859285476e-130,0.5776396993037036,0.901,0.779,6.96030857867114e-126,T cells,Jak1
4.120447827191854e-128,0.902815775459499,0.593,0.32,7.9615292917001e-124,T cells,Id2
4.651266804520622e-128,0.6651749749405214,0.555,0.274,8.987177719694745e-124,T cells,Ppm1h
3.5809959402368e-127,0.6798163651022637,0.67,0.365,6.919200355725545e-123,T cells,Baz1a
1.1573377454548116e-126,0.4025715884000922,0.366,0.135,2.236207991767787e-122,T cells,Sept9
5.4308423387301433e-126,0.6997376162700484,0.346,0.13,1.0493473566894382e-121,T cells,Lpcat2
1.9926859596704237e-125,0.5968516636372362,0.51,0.236,3.850267811275193e-121,T cells,Slco3a1
9.736806748945855e-125,0.7688553300902012,0.672,0.423,1.8813458000313182e-120,T cells,Btbd9
1.6434726544130884e-124,0.5566110378470088,0.53,0.261,3.175517862856969e-120,T cells,Vasp
1.2780060737744166e-123,0.5706819847784663,0.501,0.242,2.4693633357469278e-119,T cells,Ccnt1
2.4991462915721743e-123,0.634486079553465,0.672,0.431,4.8288504645757555e-119,T cells,H2afy
3.129247269195177e-123,0.5899923361522752,0.914,0.861,6.04633157353892e-119,T cells,Srrm2
7.13114169188347e-123,0.8490762954208533,0.648,0.427,1.377879197705724e-118,T cells,Mbd2
1.9958655944487802e-122,0.5589248769304602,0.938,0.861,3.8564115015939334e-118,T cells,Rpl38
2.2418370184683072e-122,1.0713542661476956,0.258,0.082,4.3316774870844636e-118,T cells,Hs3st1
2.5272996838009584e-122,0.5869110347062108,0.856,0.744,4.883248449040212e-118,T cells,Hnrnpf
6.162510920768112e-122,0.6269571918887075,0.607,0.35,1.1907203601108146e-117,T cells,Rsbn1l
1.0554772236490234e-120,0.572205283727937,0.932,0.751,2.039393091534643e-116,T cells,Ly6e
1.610681010534097e-120,0.795810460740253,0.538,0.289,3.112157848553982e-116,T cells,Smap2
1.8170740196714877e-119,0.4385131658186412,0.333,0.12,3.5109504208092484e-115,T cells,Map3k14
2.095840820076541e-119,0.5375368169740357,0.352,0.134,4.0495836325518924e-115,T cells,Gabpb1
1.677421220412962e-117,0.6038759916313223,0.598,0.343,3.241113282081925e-113,T cells,Fkbp3
6.604735761509214e-117,0.6261798823215057,0.484,0.223,1.2761670438388103e-112,T cells,Gch1
4.0862054555055274e-116,0.5460438216551403,0.454,0.211,7.89536618112778e-112,T cells,Cpsf6
4.1046255694007574e-116,0.5995650339864949,0.801,0.643,7.9309575251961435e-112,T cells,Pak2
4.6665779085812675e-116,0.872413479408804,0.625,0.397,9.016761834960726e-112,T cells,Aff1
6.134232239833925e-116,1.0189296821714886,0.722,0.551,1.1852563533807109e-111,T cells,Wac
6.599569879118934e-116,0.693522014458192,0.79,0.629,1.2751688920433603e-111,T cells,Ldha
8.512365891436812e-116,0.7035696408048087,0.718,0.526,1.6447593375434207e-111,T cells,Dnajb6
2.3265094955053504e-115,0.5158675267241224,0.433,0.186,4.495281647215438e-111,T cells,Lrrc8c
9.709006515760645e-115,0.4986869175778281,0.336,0.125,1.8759742389752718e-110,T cells,Cobll1
5.516979433680388e-114,0.38635667308130084,0.26,0.081,1.0659907661757246e-109,T cells,Gpr65
1.0904580724269005e-113,0.6471007361967479,0.702,0.495,2.1069830875432572e-109,T cells,Gpbp1
1.5092690355021756e-113,0.33153887314492886,0.268,0.085,2.916209630397304e-109,T cells,Arhgap4
1.7168836857724675e-113,0.5294351860617637,0.376,0.155,3.317362657649562e-109,T cells,Cers4
2.5374505162529214e-113,0.34654542353614914,0.273,0.087,4.902861887503894e-109,T cells,Nlrc5
7.537054225234872e-113,0.5007966186172619,0.458,0.202,1.456309617399882e-108,T cells,Otulinl
7.985480644486739e-112,0.4644640055624114,0.994,0.988,1.5429545701277277e-107,T cells,Rps25
2.2623289250533397e-111,0.4226375072480053,0.999,0.997,4.371271948988063e-107,T cells,Rps4x
2.8110741546359096e-111,0.7457203903483509,0.646,0.371,5.431557481587505e-107,T cells,Fyb
1.7289573587522326e-110,0.3760982378837193,0.342,0.128,3.340691408581064e-106,T cells,Pstpip1
3.000483188866896e-110,0.7892112221030846,0.604,0.356,5.797533617528617e-106,T cells,Rps6ka3
3.8499555598787644e-110,0.5002671897073152,0.411,0.178,7.438884132797749e-106,T cells,Tbc1d1
2.6758043304106883e-109,0.5677921054349138,0.821,0.719,5.170189127219532e-105,T cells,Hnrnpa0
5.6297117302162e-109,0.6351909089342863,0.303,0.112,1.0877729005123742e-104,T cells,Ipmk
1.1425959847738315e-107,0.5946013993051174,0.549,0.312,2.207723961779997e-103,T cells,Selenot
1.9008396913886043e-107,0.5534969885376692,0.563,0.308,3.672802451701061e-103,T cells,Dennd1b
3.6584702987589326e-107,0.502465345164588,0.975,0.949,7.06889631126201e-103,T cells,Rpl29
5.154749472356364e-107,0.7450736860306668,0.537,0.302,9.960006930486966e-103,T cells,Braf
7.057931452548654e-107,0.5281970187295462,0.89,0.809,1.363733515261451e-102,T cells,Eif3h
8.281986811575569e-107,0.3858502817763345,0.287,0.099,1.6002454917326313e-102,T cells,Smox
9.079578755546328e-107,0.640277194419773,0.572,0.331,1.7543562071466616e-102,T cells,Creb1
1.070947663146097e-106,0.37898395114168837,0.332,0.126,2.069285074730889e-102,T cells,Evl
1.743956635549338e-106,0.601101607436254,0.624,0.335,3.3696730112084307e-102,T cells,Ablim1
2.8708014588950128e-105,0.5427150367547519,0.462,0.223,5.5469625788769434e-101,T cells,Lrba
3.766311683222138e-105,0.572260826870042,0.569,0.306,7.277267434321816e-101,T cells,Cd44
5.5029706106513525e-105,0.6962710252756594,0.68,0.454,1.0632839813900544e-100,T cells,Esyt2
7.304383248119663e-105,0.378562919815577,0.314,0.114,1.411352931201681e-100,T cells,Arhgap25
1.0355053660165452e-104,0.5434376494338053,0.956,0.91,2.0008034682171688e-100,T cells,Cfl1
1.1912673775835921e-103,0.6959493776259548,0.592,0.35,2.3017668269670166e-99,T cells,Gm47283
1.6483172959400733e-103,0.6149245826869567,0.801,0.593,3.1848786792154098e-99,T cells,Elmo1
3.3977273100343605e-103,0.5801465755103741,0.78,0.61,6.565088708448391e-99,T cells,Clk1
3.7013553493264083e-103,0.6582206912784596,0.439,0.196,7.1517588059684865e-99,T cells,Bcl2a1b
4.2395275769423933e-103,0.6995706252230708,0.448,0.218,8.191615184168092e-99,T cells,Smc4
6.284649596944861e-103,0.4478559104577552,0.35,0.143,1.214319995121686e-98,T cells,Avl9
1.479929312810297e-102,0.515252594073448,0.42,0.196,2.8595194182120558e-98,T cells,Ccm2
2.276208675819798e-102,0.6399614769404882,0.558,0.32,4.3980904034190134e-98,T cells,Sept11
5.70345124773194e-101,1.2558196911817248,0.592,0.395,1.1020208500867654e-96,T cells,Eprs
1.354947564762346e-100,0.6161942915838639,0.34,0.14,2.618029684633805e-96,T cells,Acvr2a
4.377930577839348e-100,0.557374781620642,0.583,0.303,8.459037462501188e-96,T cells,Iqgap2
4.605239915827906e-100,0.38926412503066754,0.263,0.091,8.89824456536268e-96,T cells,Hacd3
7.435772387924643e-100,0.657575385751926,0.428,0.209,1.4367399407947995e-95,T cells,Zhx2
1.5428958819980375e-99,0.45912434636130256,0.391,0.174,2.981183423196608e-95,T cells,Rcc2
3.920275423795356e-99,0.5162522037983801,0.544,0.302,7.574756173857387e-95,T cells,Taf15
4.294133126778663e-99,0.3559098633918808,0.337,0.134,8.297124027561733e-95,T cells,Slc9a3r1
5.02321223644039e-99,0.5922593812665865,0.404,0.19,9.705850683250122e-95,T cells,Thada
4.054577294202662e-98,0.5149007260427978,0.881,0.814,7.834254247858384e-94,T cells,Eif3f
6.265309726396414e-98,0.698383876379793,0.599,0.359,1.210583145334315e-93,T cells,Samhd1
1.5642536250872544e-97,0.5792275224239379,0.567,0.319,3.022450854393593e-93,T cells,Dock11
2.2724756285833303e-97,0.5438026013165833,0.851,0.772,4.390877409548711e-93,T cells,Tax1bp1
1.6515568319751683e-96,0.8476283051967785,0.471,0.25,3.19113811074242e-92,T cells,Prkca
6.445365748870141e-96,0.48243011437462147,0.278,0.101,1.2453735699966887e-91,T cells,Cenpa
1.1323250257834816e-95,0.52994600331893,0.515,0.27,2.187878414818843e-91,T cells,Sp100
6.070678974279946e-95,0.5887973999119357,0.369,0.166,1.172976591410371e-90,T cells,Med14
8.88909522963105e-95,0.5760410528179809,0.806,0.704,1.7175509802693115e-90,T cells,Srsf7
1.1744320057544483e-94,0.5199474931127979,0.948,0.913,2.269237521518745e-90,T cells,Xist
1.3671922730119033e-94,0.6083374120684377,0.998,0.989,2.6416889099135994e-90,T cells,Actg1
3.866572269167454e-94,0.45185753220885205,0.389,0.17,7.4709909384853545e-90,T cells,Retreg1
4.870186566500145e-94,0.5322441750541748,0.45,0.221,9.41017448379158e-90,T cells,Atp8a1
6.649458732190458e-94,0.5225012979586652,0.765,0.628,1.2848084162338403e-89,T cells,Eif3e
1.5023910369948493e-93,0.4948065202283818,0.947,0.923,2.9029199616814478e-89,T cells,Hnrnpa2b1
2.4741289941970295e-93,0.31774909683304353,0.326,0.128,4.7805120425875006e-89,T cells,Was
4.407537219639099e-92,0.2799610524443009,0.256,0.088,8.516243415786668e-88,T cells,Arhgap9
7.043963873604033e-92,0.46564365884620473,0.924,0.899,1.3610346996577712e-87,T cells,Eef2
7.17450457174772e-92,0.39451012725782186,0.274,0.101,1.3862577733530945e-87,T cells,Usp36
2.529169016738872e-91,0.4650024504919599,0.573,0.304,4.8868603741428485e-87,T cells,Gng2
9.357846144972044e-91,0.5779768650940693,0.611,0.396,1.8081230321314985e-86,T cells,Hectd1
4.31885856544123e-90,0.5024408242586476,0.887,0.836,8.344898520145544e-86,T cells,Eef1g
1.4226280087289832e-89,0.5768974640202216,0.695,0.522,2.7488018384661415e-85,T cells,Birc6
6.650798425498705e-89,0.7171434245450528,0.435,0.23,1.2850672717748599e-84,T cells,Atp11b
7.883577233407844e-89,0.5547515580877334,0.711,0.483,1.5232647930390636e-84,T cells,Cmip
8.763071870218435e-89,0.5070991291038548,0.58,0.355,1.6932007467636059e-84,T cells,Prr13
1.3292878785201138e-88,0.6024514125875476,0.497,0.281,2.5684500388765637e-84,T cells,Cerk
4.584515846617776e-88,0.32729008440825974,0.259,0.095,8.858201518834867e-84,T cells,Slc37a3
5.150084475560408e-88,0.5536300939763267,0.404,0.2,9.95099322367782e-84,T cells,Ppfia1
1.318718736652331e-87,0.4303230026580819,0.32,0.134,2.5480283429596342e-83,T cells,Sesn3
2.0482705345001905e-86,0.4890126113889206,0.848,0.759,3.957668326761268e-82,T cells,Ywhaz
2.845114119439792e-86,0.3524250816638544,0.308,0.124,5.497329501581566e-82,T cells,Klhl6
3.872708265256608e-86,0.46993471811314624,0.394,0.19,7.482846910128818e-82,T cells,Ric1
1.2285394836637948e-85,0.440512644409387,0.464,0.243,2.3737839903351845e-81,T cells,Tpst2
1.7933464164302413e-85,0.40079833096869066,0.98,0.961,3.4651039458265124e-81,T cells,Btf3
3.9050562335040176e-85,0.6887580075226165,0.52,0.305,7.545349654376463e-81,T cells,Smyd3
5.754472310258922e-85,0.525869986802574,0.501,0.285,1.111879139788229e-80,T cells,Ago2
6.33571889010068e-85,0.6166377460525623,0.741,0.61,1.2241876039452534e-80,T cells,Hspa4
8.598993405895566e-85,0.5805067474744169,0.604,0.388,1.6614975058871414e-80,T cells,B4galt1
1.6753239080897638e-84,0.3787065603071933,0.999,0.997,3.2370608552110417e-80,T cells,Rpl28
2.0570437682146533e-84,0.5255494354668009,0.46,0.245,3.974619968944353e-80,T cells,Elmsan1
3.4087346788753497e-84,0.6568697131537582,0.463,0.249,6.586357146522951e-80,T cells,Epb41
4.481827032480486e-84,0.57198491521977,0.718,0.549,8.659786192158795e-80,T cells,Slc3a2
2.072352446603057e-83,0.49689080844565403,0.949,0.803,4.004199397326427e-79,T cells,AY036118
2.0775208050787003e-83,0.38835064139451747,0.998,0.994,4.014185699573065e-79,T cells,Rpl24
2.567694634560731e-83,0.530594492290807,0.839,0.775,4.9612995728982445e-79,T cells,Ptp4a2
4.451726229956524e-83,0.5269160989741913,0.546,0.329,8.601625421521996e-79,T cells,Ppp2r5a
1.917252680526039e-82,0.5637297123923705,0.283,0.116,3.7045156293124125e-78,T cells,Cnnm2
6.851070632792418e-82,0.3291411888312489,0.285,0.113,1.323763867668151e-77,T cells,Sms
1.8519219179852746e-81,0.6104550684869823,0.336,0.15,3.5782835299311475e-77,T cells,Snhg15
4.77060503793466e-81,0.4183191609598619,0.359,0.165,9.217763054297351e-77,T cells,Rfx7
5.776762334262899e-81,0.4341207323713183,0.515,0.278,1.1161860182262774e-76,T cells,Adgre5
6.126900301785865e-81,0.5092040926092644,0.516,0.306,1.183839676311065e-76,T cells,Zfp292
8.255969829385257e-81,0.49122824582301483,0.834,0.775,1.5952184904338192e-76,T cells,Serbp1
1.1850410142690578e-80,0.4041993938412767,0.422,0.215,2.2897362477706733e-76,T cells,Arhgef1
1.6992115596735433e-80,0.3384623851019269,0.372,0.167,3.2832165756012204e-76,T cells,Snx20
4.1261484417724134e-80,0.42283767259744476,0.252,0.096,7.972544019192657e-76,T cells,Plscr1
4.257066694974798e-80,0.575422897782477,0.618,0.404,8.225504268030304e-76,T cells,Osbpl8
1.2488310383648544e-79,0.44047258212900914,0.402,0.202,2.4129913323285715e-75,T cells,Rasa2
1.7779572241272778e-79,0.46854195793863335,0.425,0.224,3.435368948458726e-75,T cells,Rictor
4.945120840898487e-78,0.3028996237453335,0.256,0.097,9.554962488784057e-74,T cells,Gna15
5.646961147026472e-78,0.4480382215937646,0.762,0.637,1.0911058328284549e-73,T cells,Snrpg
7.054141857807078e-78,0.4478239452028693,0.321,0.142,1.3630012897654835e-73,T cells,Atad2
1.0149004680650352e-77,0.49023068986787677,0.783,0.674,1.960990684395261e-73,T cells,Tma7
1.7790303067174347e-77,0.3788921452922329,0.994,0.987,3.4374423586394275e-73,T cells,Naca
3.70072575440488e-77,0.3769067251004117,0.72,0.436,7.150542302661109e-73,T cells,Lcp1
3.718901757048429e-77,0.38990730637620385,0.308,0.132,7.185661974968975e-73,T cells,Sp4
3.875704595349642e-77,0.5458621316185968,0.841,0.733,7.488636419134578e-73,T cells,Hivep2
5.648038435266183e-77,0.44589206393594294,0.509,0.29,1.0913139864621319e-72,T cells,Cnn2
6.897781622487358e-77,0.5300200505570178,0.718,0.576,1.3327893650970072e-72,T cells,Sec11c
7.461198491146603e-77,0.48465970763744076,0.38,0.186,1.4416527724593466e-72,T cells,Acsl4
9.485099840312433e-77,0.392161091645461,0.344,0.157,1.8327109911451684e-72,T cells,Dot1l
2.42145939749361e-76,0.5845248138810177,0.584,0.355,4.678743847837153e-72,T cells,4930523C07Rik
1.0133443357326784e-75,0.6435699604287516,0.584,0.41,1.9579839255026812e-71,T cells,Smchd1
1.2875373104686612e-75,0.6317582953953236,0.419,0.225,2.487779591287547e-71,T cells,Spty2d1
2.845588691170107e-75,0.4102184530881889,0.354,0.167,5.498246469078881e-71,T cells,Ttc39b
2.983034817209901e-75,0.43507984190902005,0.397,0.198,5.763819873812971e-71,T cells,Tnfrsf1b
3.235720474782236e-75,0.4422111849862118,0.569,0.356,6.2520591013742364e-71,T cells,Capza1
3.7556657753479053e-75,0.4719839627546769,0.764,0.655,7.256697411127223e-71,T cells,Sumo1
4.802306586065732e-75,0.3956986324357127,0.369,0.17,9.279016785596208e-71,T cells,Cxcr4
6.306802441871318e-75,0.3822887566346911,0.398,0.2,1.218600367818376e-70,T cells,Esyt1
3.2668103538480547e-74,0.4258664701973065,0.941,0.908,6.312130965705212e-70,T cells,Arpc2
4.063251836131505e-74,0.38393994821919514,0.387,0.194,7.851015197773294e-70,T cells,Gpbp1l1
8.304857953698934e-74,0.4854666848074394,0.576,0.373,1.604664653813708e-69,T cells,Kmt2a
9.772181605927708e-74,0.5292212314759763,0.674,0.516,1.8881809298973516e-69,T cells,Arid4b
1.0700454753403425e-73,0.3630964024710185,0.469,0.243,2.0675418674526097e-69,T cells,Fermt3
1.2456247311143296e-73,0.8051151681174152,0.407,0.229,2.406796105459108e-69,T cells,Stat5b
1.7839789000557713e-73,0.48874083722362305,0.718,0.544,3.447004030687761e-69,T cells,Ptbp3
3.234444910040354e-73,0.4975279241717272,0.416,0.221,6.249594455179971e-69,T cells,Sik2
5.860388535283822e-73,0.6584488756649225,0.738,0.64,1.13234427278754e-68,T cells,Aff4
8.399758692216954e-73,0.4358591568782353,0.398,0.204,1.62300137451016e-68,T cells,Ivns1abp
4.902846556744914e-72,0.4304106654699852,0.411,0.219,9.473280116942524e-68,T cells,Rbm33
6.544739146213347e-72,0.484745851501446,0.79,0.702,1.2645744978313429e-67,T cells,Mycbp2
8.577930708983199e-72,0.4556038874026248,0.444,0.247,1.6574277715897336e-67,T cells,Ube2j1
1.4075246009044535e-71,0.47868855385337583,0.695,0.545,2.719619033867585e-67,T cells,Supt4a
2.7374167027658547e-71,0.614071437131084,0.794,0.667,5.2892365530841844e-67,T cells,Man1a
3.700023422007484e-71,0.4996439804353423,0.727,0.564,7.14918525600286e-67,T cells,Utrn
3.033787024750802e-70,0.5507596745813657,0.57,0.376,5.8618832892235e-66,T cells,Pan3
3.001512093424794e-69,0.30682471631153396,0.335,0.15,5.799521666915388e-65,T cells,Pik3r5
4.2832364822022553e-69,0.41202270927356865,0.937,0.909,8.276069530911197e-65,T cells,Rps28
8.726400052528935e-69,0.4378943080777822,0.391,0.2,1.6861150181496408e-64,T cells,Pacs1
1.1259935693531567e-68,0.49135135997505563,0.842,0.789,2.1756447747041693e-64,T cells,Macf1
1.2422895571355794e-68,0.3359159866546541,0.36,0.175,2.4003518822973665e-64,T cells,Lbr
3.0312235561007117e-68,0.6770643023255382,0.391,0.208,5.8569301550977954e-64,T cells,Itga4
3.4053570885268112e-68,0.527925057723277,0.694,0.554,6.579830966451504e-64,T cells,Tra2a
3.905022255690223e-68,0.3224052099690803,0.321,0.146,7.54528400244465e-64,T cells,AI662270
4.307080314822581e-68,0.5028026286027621,0.515,0.327,8.322140584300191e-64,T cells,Usp15
8.239868548142285e-68,0.4296096825707698,0.734,0.594,1.5921074008720525e-63,T cells,Actr2
9.425559140540315e-68,0.44335659384527326,0.542,0.344,1.8212065371351997e-63,T cells,Cab39
1.1137921075259637e-67,0.5145811657528561,0.596,0.391,2.152069110161667e-63,T cells,Ccnd2
1.4424182641399082e-67,0.7256614307324599,0.566,0.386,2.7870405699711306e-63,T cells,Mdfic
1.590430456535117e-67,0.405698275239922,0.451,0.255,3.073029728117153e-63,T cells,Ptpn2
1.803436703630417e-67,0.48804376097450436,0.392,0.214,3.484600398754692e-63,T cells,Ss18
3.1845755463923444e-67,0.36587920072965746,0.393,0.196,6.153236870739288e-63,T cells,Itgb2
3.6293476943013514e-67,0.4476042484324936,0.838,0.787,7.012625614929071e-63,T cells,Sf3b1
8.675766386573339e-67,0.41530588019386994,0.532,0.312,1.6763315812137005e-62,T cells,Cyth1
9.732617118871627e-67,0.4768357774332035,0.518,0.336,1.8805362797083757e-62,T cells,Cdkn1b
1.0703614205807946e-66,1.051056095821601,0.621,0.523,2.068152336846211e-62,T cells,Tmem176a
1.4720300240737168e-66,0.5444823467517428,0.346,0.176,2.8442564125152357e-62,T cells,Bbs9
1.9318204072086573e-66,0.4811035172801281,0.546,0.362,3.7326633908085675e-62,T cells,Timm23
5.868886360230879e-66,0.4971780882903588,0.563,0.377,1.1339862225238103e-61,T cells,Phf20l1
7.125925939472321e-66,0.4553587328877545,0.369,0.181,1.3768714100248418e-61,T cells,Nav2
7.812108712873863e-66,0.33469892302110493,0.265,0.111,1.5094556455014878e-61,T cells,F2r
9.429071486781866e-66,0.4657367952606868,0.845,0.725,1.821885192675992e-61,T cells,Atp2b1
1.5705702963291398e-65,0.3981737369621109,0.338,0.166,3.034655926567164e-61,T cells,Zbtb1
4.176461442652225e-65,0.46187887370709996,0.437,0.248,8.06975879949263e-61,T cells,Herc4
1.1132718380504522e-64,0.6247752921709293,0.925,0.833,2.1510638454810837e-60,T cells,Btg2
2.1230215634513602e-64,0.5853942450362859,0.533,0.342,4.1021022649007184e-60,T cells,Susd6
2.759987491716117e-64,0.4706013595679306,0.672,0.52,5.332847831493881e-60,T cells,Rsrc2
2.772824667405884e-64,0.3921544320507976,0.388,0.207,5.357651822361648e-60,T cells,Znrf2
4.980490472944615e-64,0.4787009940432596,0.768,0.678,9.623303691823586e-60,T cells,Nipbl
1.0795966888356207e-63,0.5071167565272205,0.435,0.254,2.085996722168186e-59,T cells,Pfkp
1.4238875364978846e-63,0.6026530402684733,0.661,0.531,2.7512354980212125e-59,T cells,Ankrd12
1.539348635018045e-63,0.7325869696017787,0.4,0.216,2.9743294325818665e-59,T cells,Nr4a2
2.577058696364614e-63,0.4838727373383829,0.519,0.335,4.979392813115707e-59,T cells,Ogt
4.1370109244114903e-63,0.36214123350440364,0.27,0.119,7.993532508147882e-59,T cells,Ptpn4
6.974101420450952e-63,0.513176154984007,0.768,0.688,1.3475358764595328e-58,T cells,Rbm3
8.24789765794829e-63,0.3825439676069995,0.354,0.183,1.5936587854687686e-58,T cells,Rbl2
8.761380718393574e-63,0.2939775240163517,0.393,0.196,1.6928739824080066e-58,T cells,Dok2
1.5049556931724325e-62,0.5600971414611791,0.704,0.575,2.907875390347774e-58,T cells,Ccnd3
2.519518976918887e-62,0.4200510687923251,0.831,0.747,4.8682145672026735e-58,T cells,Rpl9
2.5198848766228067e-62,0.40377368928848456,0.404,0.223,4.8689215586105874e-58,T cells,Plaat3
3.222898608825251e-62,0.31916476443053204,0.266,0.115,6.22728469197215e-58,T cells,Pvt1
4.754777518251425e-62,0.3248021712630336,0.33,0.162,9.187181120765403e-58,T cells,Cntrl
7.54253919863459e-62,0.5144225944008998,0.522,0.342,1.4573694239601753e-57,T cells,Kdm6a
1.7579556059229143e-61,0.33598554455091656,0.355,0.18,3.396721821764255e-57,T cells,Mta3
2.5860455560800212e-61,0.33074046470564555,0.998,0.994,4.996757223457817e-57,T cells,Rpl35a
3.0506960227647686e-61,0.3621612345444798,0.998,0.997,5.894554855186086e-57,T cells,Ppia
5.139706984261949e-61,0.35443471919283553,0.429,0.237,9.930941834990938e-57,T cells,Map3k1
6.228450047828586e-61,0.46602247397225804,0.715,0.588,1.2034611182414393e-56,T cells,Myh9
6.655784349201173e-61,0.4544328823177505,0.449,0.269,1.2860306519526507e-56,T cells,Heca
3.5987717372206917e-60,0.4347654162181205,0.814,0.746,6.95354675065782e-56,T cells,Tle5
4.738720191073512e-60,0.5865475475000176,0.612,0.459,9.15615515319224e-56,T cells,Map4k4
6.77457099381291e-60,0.3786514112731849,0.413,0.233,1.3089826074245305e-55,T cells,Tmem123
9.523014413672928e-60,0.3941203079454398,0.36,0.19,1.840036845009883e-55,T cells,Esco1
1.0950102968098709e-59,0.44274278774763176,0.429,0.25,2.1157788954960323e-55,T cells,Cog5
1.6074376662408598e-59,0.43559234607013186,0.839,0.797,3.105891058710589e-55,T cells,Cd47
4.483238690508232e-59,1.2681655001788572,0.28,0.145,8.662513797800007e-55,T cells,Gramd3
5.965575200646183e-59,0.31586569780111473,0.988,0.976,1.1526684402688556e-54,T cells,Rpl41
7.579475465952914e-59,0.5718256954078683,0.582,0.412,1.464506249531422e-54,T cells,Peli1
8.110238235770768e-59,0.36879319655577564,0.412,0.231,1.5670602319156278e-54,T cells,H2-Q4
1.448511532310274e-58,0.47966171687342296,0.522,0.349,2.7988139827299117e-54,T cells,Tnks2
4.271491506021078e-58,0.3495229288258903,0.971,0.965,8.253375887933928e-54,T cells,Rpl7a
4.421230450579225e-58,0.37944984832798845,0.851,0.817,8.542701476609178e-54,T cells,Ube2d3
5.245467582954645e-58,0.36092627410754535,0.371,0.2,1.0135292463784965e-53,T cells,Exoc2
7.102372673056432e-58,0.3191496197591509,0.387,0.208,1.372320447887964e-53,T cells,Gm11808
8.05031199755659e-58,0.3734717166363306,0.651,0.437,1.5554812841678843e-53,T cells,Fam49b
9.68555104273577e-58,0.45340106441537253,0.522,0.344,1.8714421724774055e-53,T cells,Ralgapa1
2.1482702130575197e-57,0.3179166979989156,0.345,0.178,4.1508877056697396e-53,T cells,Rnf166
3.360242948903644e-57,0.27615726505064503,0.375,0.191,6.492661425871621e-53,T cells,Arhgap30
3.6216900184282754e-57,0.2922261707095941,0.292,0.138,6.997829453607113e-53,T cells,Gramd1a
5.154951515491877e-57,0.398114580764566,0.391,0.221,9.960397318233403e-53,T cells,Asxl2
6.464038551759189e-57,0.3030382948558895,0.264,0.12,1.2489815289709105e-52,T cells,Dnajc9
